YEAR,STATE,STATECODE,COUNTY,COUNTYCODE,AREANAME,AVERAGEVALUE
1930,New Mexico,350,De Baca,110,De Baca,2
1930,New Mexico,350,Dona Ana,130,Dona Ana,48
1930,New Mexico,350,Eddy,150,Eddy,7
1930,New Mexico,350,Grant,170,Grant,5
1930,New Mexico,350,Guadalupe,190,Guadalupe,3
1930,New Mexico,350,Harding,210,Harding,7
1930,New Mexico,350,Hidalgo,230,Hidalgo,3
1930,New Mexico,350,Lea,250,Lea,5
1930,New Mexico,350,Lincoln,270,Lincoln,3
1930,New Mexico,350,Luna,290,Luna,5
1930,New Mexico,350,McKinley,310,Mckinley,3
1930,New Mexico,350,Mora,330,Mora,6
1930,New Mexico,350,Otero,350,Otero,13
1930,New Mexico,350,Quay,370,Quay,8
1930,New Mexico,350,Rio Arriba,390,Rio Arriba,9
1930,New Mexico,350,Roosevelt,410,Roosevelt,11
1930,New Mexico,350,Sandoval,430,Sandoval,13
1930,New Mexico,350,San Juan,450,San Juan,27
1930,New Mexico,350,San Miguel,470,San Miguel,5
1930,New Mexico,350,Santa Fe,490,Santa Fe,6
1930,New Mexico,350,Sierra,510,Sierra,3
1930,New Mexico,350,Socorro,530,Socorro,3
1930,New Mexico,350,Taos,550,Taos,20
1930,New Mexico,350,Torrance,570,Torrance,4
1930,New Mexico,350,Union,590,Union,7
1930,New Mexico,350,Valencia,610,Valencia,5
1930,Oregon,410,Baker,10,Baker,24
1930,Oregon,410,Benton,30,Benton,59
1930,Oregon,410,Clackamas,50,Clackamas,133
1930,Oregon,410,Clatsop,70,Clatsop,73
1930,Oregon,410,Columbia,90,Columbia,84
1930,Oregon,410,Coos,110,Coos,52
1930,Oregon,410,Crook,130,Crook,9
1930,Oregon,410,Curry,150,Curry,31
1930,Oregon,410,Deschutes,170,Deschutes,35
1930,Oregon,410,Douglas,190,Douglas,37
1930,Oregon,410,Gilliam,210,Gilliam,17
1930,Oregon,410,Grant,230,Grant,9
1930,Oregon,410,Harney,250,Harney,12
1930,Oregon,410,Hood River,270,Hood River,266
1930,Oregon,410,Jackson,290,Jackson,94
1930,Oregon,410,Jefferson,310,Jefferson,9
1930,Oregon,410,Josephine,330,Josephine,72
1930,Oregon,410,Klamath,350,Klamath,34
1930,Oregon,410,Lake,370,Lake,12
1930,Oregon,410,Lane,390,Lane,66
1930,Oregon,410,Lincoln,410,Lincoln,36
1930,Oregon,410,Linn,430,Linn,66
1930,Oregon,410,Malheur,450,Malheur,22
1930,Oregon,410,Marion,470,Marion,127
1930,Oregon,410,Morrow,490,Morrow,12
1930,Oregon,410,Multnomah,510,Multnomah,277
1930,Oregon,410,Polk,530,Polk,89
1930,Oregon,410,Sherman,550,Sherman,34
1930,Oregon,410,Tillamook,570,Tillamook,124
1930,Oregon,410,Umatilla,590,Umatilla,43
1930,Oregon,410,Union,610,Union,51
1930,Oregon,410,Wallowa,630,Wallowa,19
1930,Oregon,410,Wasco,650,Wasco,17
1930,Oregon,410,Washington,670,Washington,161
1930,Oregon,410,Wheeler,690,Wheeler,7
1930,Oregon,410,Yamhill,710,Yamhill,97
1930,Texas,480,Anderson,10,Anderson,27
1930,Texas,480,Andrews,30,Andrews,8
1930,Texas,480,Angelina,50,Angelina,32
1930,Texas,480,Aransas,70,Aransas,19
1930,Texas,480,Archer,90,Archer,28
1930,Texas,480,Armstrong,110,Armstrong,16
1930,Texas,480,Atascosa,130,Atascosa,24
1930,Texas,480,Austin,150,Austin,44
1930,Texas,480,Bailey,170,Bailey,26
1930,Texas,480,Bandera,190,Bandera,16
1930,Texas,480,Bastrop,210,Bastrop,33
1930,Texas,480,Baylor,230,Baylor,29
1930,Texas,480,Bee,250,Bee,40
1930,Texas,480,Bell,270,Bell,68
1930,Texas,480,Bexar,290,Bexar,81
1930,Texas,480,Blanco,310,Blanco,15
1930,Texas,480,Borden,330,Borden,12
1930,Texas,480,Bosque,350,Bosque,32
1930,Texas,480,Bowie,370,Bowie,38
1930,Texas,480,Brazoria,390,Brazoria,34
1930,Texas,480,Brazos,410,Brazos,34
1930,Texas,480,Brewster,430,Brewster,4
1930,Texas,480,Briscoe,450,Briscoe,28
1930,Texas,480,Brooks,470,Brooks,11
1930,Texas,480,Brown,490,Brown,35
1930,Texas,480,Burleson,510,Burleson,39
1930,Texas,480,Burnet,530,Burnet,20
1930,Texas,480,Caldwell,550,Caldwell,73
1930,Texas,480,Calhoun,570,Calhoun,53
1930,Texas,480,Callahan,590,Callahan,27
1930,Texas,480,Cameron,610,Cameron,358
1930,Texas,480,Camp,630,Camp,28
1930,Texas,480,Carson,650,Carson,40
1930,Texas,480,Cass,670,Cass,23
1930,Texas,480,Castro,690,Castro,35
1930,Texas,480,Chambers,710,Chambers,18
1930,Texas,480,Cherokee,730,Cherokee,32
1930,Texas,480,Childress,750,Childress,38
1930,Texas,480,Clay,770,Clay,33
1930,Texas,480,Cochran,790,Cochran,17
1930,Texas,480,Coke,810,Coke,19
1930,Texas,480,Coleman,830,Coleman,37
1930,Texas,480,Collin,850,Collin,81
1930,Texas,480,Collingsworth,870,Collingsworth,40
1930,Texas,480,Colorado,890,Colorado,29
1930,Texas,480,Comal,910,Comal,29
1930,Texas,480,Comanche,930,Comanche,23
1930,Texas,480,Concho,950,Concho,27
1930,Texas,480,Cooke,970,Cooke,41
1930,Texas,480,Coryell,990,Coryell,35
1930,Texas,480,Cottle,1010,Cottle,28
1930,Texas,480,Crane,1030,Crane,6
1930,Texas,480,Crockett,1050,Crockett,3
1930,Texas,480,Crosby,1070,Crosby,43
1930,Texas,480,Culberson,1090,Culberson,3
1930,Texas,480,Dallam,1110,Dallam,18
1930,Texas,480,Dallas,1130,Dallas,123
1930,Texas,480,Dawson,1150,Dawson,34
1930,Texas,480,Deaf Smith,1170,Deaf Smith,33
1930,Texas,480,Delta,1190,Delta,79
1930,Texas,480,Denton,1210,Denton,58
1930,Texas,480,DeWitt,1230,De Witt,51
1930,Texas,480,Dickens,1250,Dickens,21
1930,Texas,480,Dimmit,1270,Dimmit,29
1930,Texas,480,Donley,1290,Donley,24
1930,Texas,480,Duval,1310,Duval,13
1930,Texas,480,Eastland,1330,Eastland,23
1930,Texas,480,Ector,1350,Ector,9
1930,Texas,480,Edwards,1370,Edwards,11
1930,Texas,480,Ellis,1390,Ellis,97
1930,Texas,480,El Paso,1410,El Paso,76
1930,Texas,480,Erath,1430,Erath,22
1930,Texas,480,Falls,1450,Falls,80
1930,Texas,480,Fannin,1470,Fannin,61
1930,Texas,480,Fayette,1490,Fayette,48
1930,Texas,480,Fisher,1510,Fisher,40
1930,Texas,480,Floyd,1530,Floyd,41
1930,Texas,480,Foard,1550,Foard,23
1930,Texas,480,Fort Bend,1570,Fort Bend,67
1930,Texas,480,Franklin,1590,Franklin,28
1930,Texas,480,Freestone,1610,Freestone,24
1930,Texas,480,Frio,1630,Frio,21
1930,Texas,480,Gaines,1650,Gaines,12
1930,Texas,480,Galveston,1670,Galveston,96
1930,Texas,480,Garza,1690,Garza,17
1930,Texas,480,Gillespie,1710,Gillespie,25
1930,Texas,480,Glasscock,1730,Glasscock,8
1930,Texas,480,Goliad,1750,Goliad,28
1930,Texas,480,Gonzales,1770,Gonzales,37
1930,Texas,480,Gray,1790,Gray,32
1930,Texas,480,Grayson,1810,Grayson,55
1930,Texas,480,Gregg,1830,Gregg,32
1930,Texas,480,Grimes,1850,Grimes,29
1930,Texas,480,Guadalupe,1870,Guadalupe,81
1930,Texas,480,Hale,1890,Hale,49
1930,Texas,480,Hall,1910,Hall,46
1930,Texas,480,Hamilton,1930,Hamilton,31
1930,Texas,480,Hansford,1950,Hansford,29
1930,Texas,480,Hardeman,1970,Hardeman,43
1930,Texas,480,Hardin,1990,Hardin,42
1930,Texas,480,Harris,2010,Harris,93
1930,Texas,480,Harrison,2030,Harrison,32
1930,Texas,480,Hartley,2050,Hartley,15
1930,Texas,480,Haskell,2070,Haskell,45
1930,Texas,480,Hays,2090,Hays,28
1930,Texas,480,Hemphill,2110,Hemphill,17
1930,Texas,480,Henderson,2130,Henderson,29
1930,Texas,480,Hidalgo,2150,Hidalgo,128
1930,Texas,480,Hill,2170,Hill,79
1930,Texas,480,Hockley,2190,Hockley,38
1930,Texas,480,Hood,2210,Hood,22
1930,Texas,480,Hopkins,2230,Hopkins,34
1930,Texas,480,Houston,2250,Houston,29
1930,Texas,480,Howard,2270,Howard,26
1930,Texas,480,Hudspeth,2290,Hudspeth,5
1930,Texas,480,Hunt,2310,Hunt,62
1930,Texas,480,Hutchinson,2330,Hutchinson,15
1930,Texas,480,Irion,2350,Irion,17
1930,Texas,480,Jack,2370,Jack,17
1930,Texas,480,Jackson,2390,Jackson,39
1930,Texas,480,Jasper,2410,Jasper,30
1930,Texas,480,Jeff Davis,2430,Jeff Davis,8
1930,Texas,480,Jefferson,2450,Jefferson,50
1930,Texas,480,Jim Hogg,2470,Jim Hogg,11
1930,Texas,480,Jim Wells,2490,Jim Wells,35
1930,Texas,480,Johnson,2510,Johnson,58
1930,Texas,480,Jones,2530,Jones,50
1930,Texas,480,Karnes,2550,Karnes,51
1930,Texas,480,Kaufman,2570,Kaufman,62
1930,Texas,480,Kendall,2590,Kendall,21
1930,Texas,480,Kenedy,2610,Kenedy,4
1930,Texas,480,Kent,2630,Kent,18
1930,Texas,480,Kerr,2650,Kerr,17
1930,Texas,480,Kimble,2670,Kimble,14
1930,Texas,480,King,2690,King,11
1930,Texas,480,Kinney,2710,Kinney,11
1930,Texas,480,Kleberg,2730,Kleberg,14
1930,Texas,480,Knox,2750,Knox,41
1930,Texas,480,Lamar,2770,Lamar,54
1930,Texas,480,Lamb,2790,Lamb,44
1930,Texas,480,Lampasas,2810,Lampasas,22
1930,Texas,480,La Salle,2830,La Salle,21
1930,Texas,480,Lavaca,2850,Lavaca,46
1930,Texas,480,Lee,2870,Lee,24
1930,Texas,480,Leon,2890,Leon,19
1930,Texas,480,Liberty,2910,Liberty,28
1930,Texas,480,Limestone,2930,Limestone,57
1930,Texas,480,Lipscomb,2950,Lipscomb,22
1930,Texas,480,Live Oak,2970,Live Oak,25
1930,Texas,480,Llano,2990,Llano,18
1930,Texas,480,Loving,3010,Loving,3
1930,Texas,480,Lubbock,3030,Lubbock,54
1930,Texas,480,Lynn,3050,Lynn,40
1930,Texas,480,McCulloch,3070,Mcculloch,30
1930,Texas,480,McLennan,3090,Mclennan,83
1930,Texas,480,McMullen,3110,Mcmullen,9
1930,Texas,480,Madison,3130,Madison,22
1930,Texas,480,Marion,3150,Marion,20
1930,Texas,480,Martin,3170,Martin,22
1930,Texas,480,Mason,3190,Mason,22
1930,Texas,480,Matagorda,3210,Matagorda,28
1930,Texas,480,Maverick,3230,Maverick,5
1930,Texas,480,Medina,3250,Medina,25
1930,Texas,480,Menard,3270,Menard,17
1930,Texas,480,Midland,3290,Midland,15
1930,Texas,480,Milam,3310,Milam,55
1930,Texas,480,Mills,3330,Mills,21
1930,Texas,480,Mitchell,3350,Mitchell,27
1930,Texas,480,Montague,3370,Montague,22
1930,Texas,480,Montgomery,3390,Montgomery,22
1930,Texas,480,Moore,3410,Moore,22
1930,Texas,480,Morris,3430,Morris,24
1930,Texas,480,Motley,3450,Motley,19
1930,Texas,480,Nacogdoches,3470,Nacogdoches,28
1930,Texas,480,Navarro,3490,Navarro,72
1930,Texas,480,Newton,3510,Newton,25
1930,Texas,480,Nolan,3530,Nolan,31
1930,Texas,480,Nueces,3550,Nueces,116
1930,Texas,480,Ochiltree,3570,Ochiltree,34
1930,Texas,480,Oldham,3590,Oldham,12
1930,Texas,480,Orange,3610,Orange,43
1930,Texas,480,Palo Pinto,3630,Palo Pinto,16
1930,Texas,480,Panola,3650,Panola,27
1930,Texas,480,Parker,3670,Parker,27
1930,Texas,480,Parmer,3690,Parmer,35
1930,Texas,480,Pecos,3710,Pecos,7
1930,Texas,480,Polk,3730,Polk,29
1930,Texas,480,Potter,3750,Potter,18
1930,Texas,480,Presidio,3770,Presidio,6
1930,Texas,480,Rains,3790,Rains,29
1930,Texas,480,Randall,3810,Randall,32
1930,Texas,480,Reagan,3830,Reagan,7
1930,Texas,480,Real,3850,Real,10
1930,Texas,480,Red River,3870,Red River,36
1930,Texas,480,Reeves,3890,Reeves,7
1930,Texas,480,Refugio,3910,Refugio,26
1930,Texas,480,Roberts,3930,Roberts,14
1930,Texas,480,Robertson,3950,Robertson,34
1930,Texas,480,Rockwall,3970,Rockwall,93
1930,Texas,480,Runnels,3990,Runnels,48
1930,Texas,480,Rusk,4010,Rusk,27
1930,Texas,480,Sabine,4030,Sabine,29
1930,Texas,480,San Augustine,4050,San Augustine,23
1930,Texas,480,San Jacinto,4070,San Jacinto,25
1930,Texas,480,San Patricio,4090,San Patricio,71
1930,Texas,480,San Saba,4110,San Saba,22
1930,Texas,480,Schleicher,4130,Schleicher,18
1930,Texas,480,Scurry,4150,Scurry,30
1930,Texas,480,Shackelford,4170,Shackelford,19
1930,Texas,480,Shelby,4190,Shelby,28
1930,Texas,480,Sherman,4210,Sherman,24
1930,Texas,480,Smith,4230,Smith,34
1930,Texas,480,Somervell,4250,Somervell,18
1930,Texas,480,Starr,4270,Starr,9
1930,Texas,480,Stephens,4290,Stephens,15
1930,Texas,480,Sterling,4310,Sterling,12
1930,Texas,480,Stonewall,4330,Stonewall,20
1930,Texas,480,Sutton,4350,Sutton,16
1930,Texas,480,Swisher,4370,Swisher,36
1930,Texas,480,Tarrant,4390,Tarrant,84
1930,Texas,480,Taylor,4410,Taylor,41
1930,Texas,480,Terrell,4430,Terrell,6
1930,Texas,480,Terry,4450,Terry,26
1930,Texas,480,Throckmorton,4470,Throckmorton,20
1930,Texas,480,Titus,4490,Titus,29
1930,Texas,480,Tom Green,4510,Tom Green,30
1930,Texas,480,Travis,4530,Travis,46
1930,Texas,480,Trinity,4550,Trinity,22
1930,Texas,480,Tyler,4570,Tyler,24
1930,Texas,480,Upshur,4590,Upshur,27
1930,Texas,480,Upton,4610,Upton,5
1930,Texas,480,Uvalde,4630,Uvalde,17
1930,Texas,480,Val Verde,4650,Val Verde,10
1930,Texas,480,Van Zandt,4670,Van Zandt,35
1930,Texas,480,Victoria,4690,Victoria,27
1930,Texas,480,Walker,4710,Walker,23
1930,Texas,480,Waller,4730,Waller,26
1930,Texas,480,Ward,4750,Ward,10
1930,Texas,480,Washington,4770,Washington,53
1930,Texas,480,Webb,4790,Webb,10
1930,Texas,480,Wharton,4810,Wharton,50
1930,Texas,480,Wheeler,4830,Wheeler,32
1930,Texas,480,Wichita,4850,Wichita,55
1930,Texas,480,Wilbarger,4870,Wilbarger,49
1930,Texas,480,Willacy,4890,Willacy,40
1930,Texas,480,Williamson,4910,Williamson,80
1930,Texas,480,Wilson,4930,Wilson,42
1930,Texas,480,Winkler,4950,Winkler,3
1930,Texas,480,Wise,4970,Wise,27
1930,Texas,480,Wood,4990,Wood,29
1930,Texas,480,Yoakum,5010,Yoakum,11
1930,Texas,480,Young,5030,Young,28
1930,Texas,480,Zapata,5050,Zapata,6
1930,Texas,480,Zavala,5070,Zavala,19
1930,Utah,490,Beaver,10,Beaver,46
1930,Utah,490,Box Elder,30,Box Elder,33
1930,Utah,490,Cache,50,Cache,61
1930,Utah,490,Carbon,70,Carbon,49
1930,Utah,490,Daggett,90,Daggett,19
1930,Utah,490,Davis,110,Davis,93
1930,Utah,490,Duchesne,130,Duchesne,30
1930,Utah,490,Emery,150,Emery,27
1930,Utah,490,Garfield,170,Garfield,21
1930,Utah,490,Grand,190,Grand,16
1930,Utah,490,Iron,210,Iron,16
1930,Utah,490,Juab,230,Juab,27
1930,Utah,490,Kane,250,Kane,11
1930,Utah,490,Millard,270,Millard,34
1930,Utah,490,Morgan,290,Morgan,22
1930,Utah,490,Piute,310,Piute,40
1930,Utah,490,Rich,330,Rich,10
1930,Utah,490,Salt Lake,350,Salt Lake,201
1930,Utah,490,San Juan,370,San Juan,11
1930,Utah,490,Sanpete,390,Sanpete,28
1930,Utah,490,Sevier,410,Sevier,66
1930,Utah,490,Summit,430,Summit,24
1930,Utah,490,Tooele,450,Tooele,24
1930,Utah,490,Uintah,470,Uintah,40
1930,Utah,490,Utah,490,Utah,58
1930,Utah,490,Wasatch,510,Wasatch,28
1930,Utah,490,Washington,530,Washington,29
1930,Utah,490,Wayne,550,Wayne,35
1930,Utah,490,Weber,570,Weber,53
1930,Washington,530,Adams,10,Adams,23
1930,Washington,530,Asotin,30,Asotin,28
1930,Washington,530,Benton,50,Benton,33
1930,Washington,530,Chelan,70,Chelan,226
1930,Washington,530,Clallam,90,Clallam,110
1930,Washington,530,Clark,110,Clark,140
1930,Washington,530,Columbia,130,Columbia,53
1930,Washington,530,Cowlitz,150,Cowlitz,91
1930,Washington,530,Douglas,170,Douglas,26
1930,Washington,530,Ferry,190,Ferry,15
1930,Washington,530,Franklin,210,Franklin,12
1930,Washington,530,Garfield,230,Garfield,43
1930,Washington,530,Grant,250,Grant,14
1930,Washington,530,Grays Harbor,270,Grays Harbor,102
1930,Washington,530,Island,290,Island,105
1930,Washington,530,Jefferson,310,Jefferson,77
1930,Washington,530,King,330,King,293
1930,Washington,530,Kitsap,350,Kitsap,192
1930,Washington,530,Kittitas,370,Kittitas,40
1930,Washington,530,Klickitat,390,Klikatat,19
1930,Washington,530,Lewis,410,Lewis,91
1930,Washington,530,Lincoln,430,Lincoln,27
1930,Washington,530,Mason,450,Mason,82
1930,Washington,530,Okanogan,470,Okanogan,26
1930,Washington,530,Pacific,490,Pacific,71
1930,Washington,530,Pend Oreille,510,Pend Oreille,26
1930,Washington,530,Pierce,530,Pierce,236
1930,Washington,530,San Juan,550,San Juan,54
1930,Washington,530,Skagit,570,Skagit,178
1930,Washington,530,Skamania,590,Skamania,74
1930,Washington,530,Snohomish,610,Snohomish,198
1930,Washington,530,Spokane,630,Spokane,60
1930,Washington,530,Stevens,650,Stevens,33
1930,Washington,530,Thurston,670,Thurston,87
1930,Washington,530,Wahkiakum,690,Wahkiakum,103
1930,Washington,530,Walla Walla,710,Walla Walla,62
1930,Washington,530,Whatcom,730,Whatcom,160
1930,Washington,530,Whitman,750,Whitman,62
1930,Washington,530,Yakima,770,Yakima,134
1935,Arizona,40,Apache,10,Apache,3
1935,Arizona,40,Cochise,30,Cochise,3
1935,Arizona,40,Coconino,50,Coconino,4
1935,Arizona,40,Gila,70,Gila,19
1935,Arizona,40,Graham,90,Graham,11
1935,Arizona,40,Greenlee,110,Greenlee,2
1935,Arizona,40,Maricopa,130,Maricopa,93
1935,Arizona,40,Mohave,150,Mohave,2
1935,Arizona,40,Navajo,170,Navajo,3
1935,Arizona,40,Pima,190,Pima,6
1935,Arizona,40,Pinal,210,Pinal,14
1935,Arizona,40,Santa Cruz,230,Santa Cruz,8
1935,Arizona,40,Yavapai,250,Yavapai,3
1935,Arizona,40,Yuma,270,Yuma,63
1935,California,60,Alameda,10,Alameda,130
1935,California,60,Alpine,30,Alpine,38
1935,California,60,Amador,50,Amador,14
1935,California,60,Butte,70,Butte,55
1935,California,60,Calaveras,90,Calaveras,13
1935,California,60,Colusa,110,Colusa,51
1935,California,60,Contra Costa,130,Contra Costa,114
1935,California,60,Del Norte,150,Del Norte,59
1935,California,60,El Dorado,170,El Dorado,25
1935,California,60,Fresno,190,Fresno,81
1935,California,60,Glenn,210,Glenn,38
1935,California,60,Humboldt,230,Humboldt,30
1935,California,60,Imperial,250,Imperial,88
1935,California,60,Inyo,270,Inyo,36
1935,California,60,Kern,290,Kern,30
1935,California,60,Kings,310,Kings,59
1935,California,60,Lake,330,Lake,48
1935,California,60,Lassen,350,Lassen,13
1935,California,60,Los Angeles,370,Los Angeles,426
1935,California,60,Madera,390,Madera,34
1935,California,60,Marin,410,Marin,52
1935,California,60,Mariposa,430,Mariposa,10
1935,California,60,Mendocino,450,Mendocino,21
1935,California,60,Merced,470,Merced,48
1935,California,60,Modoc,490,Modoc,18
1935,California,60,Mono,510,Mono,56
1935,California,60,Monterey,530,Monterey,49
1935,California,60,Napa,550,Napa,74
1935,California,60,Nevada,570,Nevada,18
1935,California,60,Orange,590,Orange,545
1935,California,60,Placer,610,Placer,68
1935,California,60,Plumas,630,Plumas,20
1935,California,60,Riverside,650,Riverside,129
1935,California,60,Sacramento,670,Sacramento,107
1935,California,60,San Benito,690,San Benito,26
1935,California,60,San Bernardino,710,San Bernardino,434
1935,California,60,San Diego,730,San Diego,84
1935,California,60,San Francisco,750,San Francisco,6000
1935,California,60,San Joaquin,770,San Joaquin,138
1935,California,60,San Luis Obispo,790,San Luis Obispo,23
1935,California,60,San Mateo,810,San Mateo,205
1935,California,60,Santa Barbara,830,Santa Barbara,62
1935,California,60,Santa Clara,850,Santa Clara,171
1935,California,60,Santa Cruz,870,Santa Cruz,181
1935,California,60,Shasta,890,Shasta,18
1935,California,60,Sierra,910,Sierra,15
1935,California,60,Siskiyou,930,Siskiyou,19
1935,California,60,Solano,950,Solano,83
1935,California,60,Sonoma,970,Sonoma,97
1935,California,60,Stanislaus,990,Stanislaus,93
1935,California,60,Sutter,1010,Sutter,103
1935,California,60,Tehama,1030,Tehama,17
1935,California,60,Trinity,1050,Trinity,14
1935,California,60,Tulare,1070,Tulare,88
1935,California,60,Tuolumne,1090,Tuolumne,14
1935,California,60,Ventura,1110,Ventura,226
1935,California,60,Yolo,1130,Yolo,83
1935,California,60,Yuba,1150,Yuba,49
1935,Colorado,80,Adams,10,Adams,24
1935,Colorado,80,Alamosa,30,Alamosa,16
1935,Colorado,80,Arapahoe,50,Arapahoe,26
1935,Colorado,80,Archuleta,70,Archuleta,8
1935,Colorado,80,Baca,90,Baca,8
1935,Colorado,80,Bent,110,Bent,13
1935,Colorado,80,Boulder,130,Boulder,54
1935,Colorado,80,Chaffee,150,Chaffee,25
1935,Colorado,80,Cheyenne,170,Cheyenne,7
1935,Colorado,80,Clear Creek,190,Clear Creek,17
1935,Colorado,80,Conejos,210,Conejos,22
1935,Colorado,80,Costilla,230,Costilla,6
1935,Colorado,80,Crowley,250,Crowley,15
1935,Colorado,80,Custer,270,Custer,10
1935,Colorado,80,Delta,290,Delta,32
1935,Colorado,80,Denver,310,Denver,538
1935,Colorado,80,Dolores,330,Dolores,6
1935,Colorado,80,Douglas,350,Douglas,12
1935,Colorado,80,Eagle,370,Eagle,18
1935,Colorado,80,Elbert,390,Elbert,7
1935,Colorado,80,El Paso,410,El Paso,11
1935,Colorado,80,Fremont,430,Fremont,14
1935,Colorado,80,Garfield,450,Garfield,16
1935,Colorado,80,Gilpin,470,Gilpin,7
1935,Colorado,80,Grand,490,Grand,11
1935,Colorado,80,Gunnison,510,Gunnison,11
1935,Colorado,80,Hinsdale,530,Hinsdale,12
1935,Colorado,80,Huerfano,550,Huerfano,6
1935,Colorado,80,Jackson,570,Jackson,8
1935,Colorado,80,Jefferson,590,Jefferson,63
1935,Colorado,80,Kiowa,610,Kiowa,9
1935,Colorado,80,Kit Carson,630,Kit Carson,8
1935,Colorado,80,Lake,650,Lake,11
1935,Colorado,80,La Plata,670,La Plata,15
1935,Colorado,80,Larimer,690,Larimer,25
1935,Colorado,80,Las Animas,710,Las Animas,5
1935,Colorado,80,Lincoln,730,Lincoln,7
1935,Colorado,80,Logan,750,Logan,16
1935,Colorado,80,Mesa,770,Mesa,32
1935,Colorado,80,Mineral,790,Mineral,11
1935,Colorado,80,Moffat,810,Moffat,5
1935,Colorado,80,Montezuma,830,Montezuma,15
1935,Colorado,80,Montrose,850,Montrose,18
1935,Colorado,80,Morgan,870,Morgan,21
1935,Colorado,80,Otero,890,Otero,15
1935,Colorado,80,Ouray,910,Ouray,10
1935,Colorado,80,Park,930,Park,7
1935,Colorado,80,Phillips,950,Phillips,18
1935,Colorado,80,Pitkin,970,Pitkin,17
1935,Colorado,80,Prowers,990,Prowers,17
1935,Colorado,80,Pueblo,1010,Pueblo,10
1935,Colorado,80,Rio Blanco,1030,Rio Blanco,9
1935,Colorado,80,Rio Grande,1050,Rio Grande,49
1935,Colorado,80,Routt,1070,Routt,10
1935,Colorado,80,Saguache,1090,Saguache,13
1935,Colorado,80,San Miguel,1130,San Miguel,5
1935,Colorado,80,Sedgwick,1150,Sedgwick,26
1935,Colorado,80,Summit,1170,Summit,13
1935,Colorado,80,Teller,1190,Teller,5
1935,Colorado,80,Washington,1210,Washington,9
1935,Colorado,80,Weld,1230,Weld,24
1935,Colorado,80,Yuma,1250,Yuma,10
1935,Nevada,320,Churchill,10,Churchill,42
1935,Nevada,320,Clark,30,Clark,90
1935,Nevada,320,Douglas,50,Douglas,31
1935,Nevada,320,Elko,70,Elko,7
1935,Nevada,320,Esmeralda,90,Esmeralda,24
1935,Nevada,320,Eureka,110,Eureka,4
1935,Nevada,320,Humboldt,130,Humboldt,7
1935,Nevada,320,Lander,150,Lander,8
1935,Nevada,320,Lincoln,170,Lincoln,23
1935,Nevada,320,Lyon,190,Lyon,24
1935,Nevada,320,Mineral,210,Mineral,49
1935,Nevada,320,Nye,230,Nye,13
1935,Nevada,320,Ormsby,250,Ormsby,19
1935,Nevada,320,Pershing,270,Pershing,6
1935,Nevada,320,Storey,290,Storey,66
1935,Nevada,320,Washoe,310,Washoe,17
1935,Nevada,320,White Pine,330,White Pine,16
1935,New Mexico,350,Bernalillo,10,Bernalillo,30
1935,New Mexico,350,Catron,30,Catron,3
1935,New Mexico,350,Chaves,50,Chaves,4
1935,New Mexico,350,Colfax,70,Colfax,6
1935,New Mexico,350,Curry,90,Curry,12
1935,New Mexico,350,De Baca,110,De Baca,3
1935,New Mexico,350,Dona Ana,130,Dona Ana,22
1935,New Mexico,350,Eddy,150,Eddy,11
1935,New Mexico,350,Grant,170,Grant,4
1935,New Mexico,350,Guadalupe,190,Guadalupe,2
1935,New Mexico,350,Harding,210,Harding,4
1935,New Mexico,350,Hidalgo,230,Hidalgo,2
1935,New Mexico,350,Lea,250,Lea,3
1935,New Mexico,350,Lincoln,270,Lincoln,3
1935,New Mexico,350,Luna,290,Luna,2
1935,New Mexico,350,McKinley,310,Mckinley,3
1935,New Mexico,350,Mora,330,Mora,5
1935,New Mexico,350,Otero,350,Otero,4
1935,New Mexico,350,Quay,370,Quay,5
1935,New Mexico,350,Rio Arriba,390,Rio Arriba,7
1935,New Mexico,350,Roosevelt,410,Roosevelt,7
1935,New Mexico,350,Sandoval,430,Sandoval,10
1935,New Mexico,350,San Juan,450,San Juan,10
1935,New Mexico,350,San Miguel,470,San Miguel,3
1935,New Mexico,350,Santa Fe,490,Santa Fe,11
1935,New Mexico,350,Sierra,510,Sierra,2
1935,New Mexico,350,Socorro,530,Socorro,3
1935,New Mexico,350,Taos,550,Taos,18
1935,New Mexico,350,Torrance,570,Torrance,4
1935,New Mexico,350,Union,590,Union,4
1935,New Mexico,350,Valencia,610,Valencia,4
1935,Oregon,410,Baker,10,Baker,16
1935,Oregon,410,Benton,30,Benton,41
1935,Oregon,410,Clackamas,50,Clackamas,88
1935,Oregon,410,Clatsop,70,Clatsop,55
1935,Oregon,410,Columbia,90,Columbia,54
1935,Oregon,410,Coos,110,Coos,36
1935,Oregon,410,Crook,130,Crook,6
1935,Oregon,410,Curry,150,Curry,24
1935,Oregon,410,Deschutes,170,Deschutes,28
1935,Oregon,410,Douglas,190,Douglas,28
1935,Oregon,410,Gilliam,210,Gilliam,9
1935,Oregon,410,Grant,230,Grant,7
1935,Oregon,410,Harney,250,Harney,7
1935,Oregon,410,Hood River,270,Hood River,150
1935,Oregon,410,Jackson,290,Jackson,63
1935,Oregon,410,Jefferson,310,Jefferson,5
1935,Oregon,410,Josephine,330,Josephine,57
1935,Oregon,410,Klamath,350,Klamath,24
1935,Oregon,410,Lake,370,Lake,9
1935,Oregon,410,Lane,390,Lane,47
